Symbol,Ticker,Cash ,Name,Futs1,Futs2,name august,name sep,ID_BB_GLOBAL August ,ID SEP,FUT_CONT_SIZE August,FUT_CONT_SIZE Sep,px_last,,,,name,ID_BB_GLOBAL,ID SEP,FUT_CONT_SIZE,px_last,FUT_CONT_SIZE
,TCS,TCS IS Equity,TATA CONSULTANCY SVCS LTD,TCS=Q5 is equity,TCS=U5 is equity,Tata Consultancy Aug25,Tata Consultancy Sep25,BBG01V9XSJT5,BBG01VT8QMR5,175,175,3047.8,,,,Tata Consultancy Sep25,BBG01V9XSJT5,BBG01VT8QMR5,175,3152.5,175
,TECHM,TECHM IS Equity,TECH MAHINDRA LTD,TECHM=Q5 is equity,TECHM=U5 is equity,Tech Mahindra Aug25,Tech Mahindra Sep25,BBG01V9XSJY9,BBG01VT8QMX8,600,600,1511.2,,,,Tech Mahindra Sep25,BBG01V9XSJY9,BBG01VT8QMX8,600,1503.8,600
,TIIND,TIINDIA IS Equity,TUBE INVESTMENTS OF INDIA LT,TIIND=Q5 is equity,TIIND=U5 is equity,TUBE INVESTMENTS Aug25,TUBE INVESTMENTS Sep25,BBG01V9XSDJ9,BBG01VT8QHC2,200,200,3059.7,,,,TUBE INVESTMENTS Sep25,BBG01V9XSDJ9,BBG01VT8QHC2,200,3034,200
,TITAG,TITAGARH IS Equity,TITAGARH RAIL SYSTEM LTD,TITAG=Q5 is equity,TITAG=U5 is equity,TITAGARH RAIL SYS Aug25,TITAGARH RAIL SYS Sep25,BBG01V9XSF40,BBG01VT8QHN0,725,725,805.05,,,,TITAGARH RAIL SYS Sep25,BBG01V9XSF40,BBG01VT8QHN0,725,871.25,725
,TTAN,TTAN IS Equity,TITAN CO LTD,TTAN=Q5 is equity,TTAN=U5 is equity,Titan Industries Aug25,Titan Industries Sep25,BBG01V9XSGD8,BBG01VT8QJX5,175,175,3474.7,,,,Titan Industries Sep25,BBG01V9XSGD8,BBG01VT8QJX5,175,3598.7,175
TORNTPHARM,TRP,TRP IS Equity,TORRENT PHARMACEUTICALS LTD,TRP=Q5 is equity,TRP=U5 is equity,TORRENT PHARMA Aug25,TORRENT PHARMA Sep25,BBG01V9XSKY6,BBG01VT8QNX6,250,250,3615.5,,,,TORRENT PHARMA Sep25,BBG01V9XSKY6,BBG01VT8QNX6,250,3611.3,250
TORNTPOWER,TPW,TPW IS Equity,TORRENT POWER LTD,TPW=Q5 is equity,TPW=U5 is equity,TORRENT POWER LTD Aug25,TORRENT POWER LTD Sep25,BBG01V9XSL56,BBG01VT8QP25,375,375,1353.4,,,,TORRENT POWER LTD Sep25,BBG01V9XSL56,BBG01VT8QP25,375,1268.3,375
,TRENT,TRENT IS Equity,TRENT LTD,TRENT=Q5 is equity,TRENT=U5 is equity,TRENT LIMITED Aug25,TRENT LIMITED Sep25,BBG01V9XSBY6,BBG01VT8QFL6,100,100,5439.5,,,,TRENT LIMITED Sep25,BBG01V9XSBY6,BBG01VT8QFL6,100,5302.5,100
,TVSL,TVSL IS Equity,TVS MOTOR CO LTD,TVSL=Q5 is equity,TVSL=U5 is equity,TVS MOTOR Aug25,TVS MOTOR Sep25,BBG01V9XSJD2,BBG01VT8QMB2,350,350,2976.1,,,,TVS MOTOR Sep25,BBG01V9XSJD2,BBG01VT8QMB2,350,3276,350
ULTRACEMCO,UTCEM,UTCEM IS Equity,ULTRATECH CEMENT LTD,UTCEM=Q5 is equity,UTCEM=U5 is equity,Ultra Tech Cement Aug25,Ultra Tech Cement Sep25,BBG01V9XSJS6,BBG01VT8QMQ6,50,50,12392,,,,Ultra Tech Cement Sep25,BBG01V9XSJS6,BBG01VT8QMQ6,50,12604,50
,UNBK,UNBK IS Equity,UNION BANK OF INDIA,UNBK=Q5 is equity,UNBK=U5 is equity,Union Bank India Aug25,Union Bank India Sep25,BBG01V9XSJK4,BBG01VT8QMH6,4425,4425,134.73,,,,Union Bank India Sep25,BBG01V9XSJK4,BBG01VT8QMH6,4425,129.56,4425
,UNITD,UNITDSPR IS Equity,UNITED SPIRITS LTD,UNITD=Q5 is equity,UNITD=U5 is equity,UNITED SPIRITS Aug25,UNITED SPIRITS Sep25,BBG01V9XSJF0,BBG01VT8QMC1,400,400,1312.2,,,,UNITED SPIRITS Sep25,BBG01V9XSJF0,BBG01VT8QMC1,400,1301.9,400
,UPLL,UPLL IS Equity,UPL LTD,UPLL=Q5 is equity,UPLL=U5 is equity,UPL Ltd. Aug25,UPL Ltd. Sep25,BBG01V9XSHS0,BBG01VT8QL97,1355,1355,684.65,,,,UPL Ltd. Sep25,BBG01V9XSHS0,BBG01VT8QL97,1355,720,1355
,VBL,VBL IS Equity,VARUN BEVERAGES LTD,VBL=Q5 is equity,VBL=U5 is equity,VARUN BEVERAGES Aug25,VARUN BEVERAGES Sep25,BBG01V9XSDK7,BBG01VT8QHD1,1025,1025,501.05,,,,VARUN BEVERAGES Sep25,BBG01V9XSDK7,BBG01VT8QHD1,1025,509.65,1025
,VEDL,VEDL IS Equity,VEDANTA LTD,VEDL=Q5 is equity,VEDL=U5 is equity,Vedanta Aug25,Vedanta Sep25,BBG01V9XSKG6,BBG01VT8QNG5,1150,1150,430.65,,,,Vedanta Sep25,BBG01V9XSKG6,BBG01VT8QNG5,1150,427.9,1150
,VOLT,VOLT IS Equity,VOLTAS LTD,VOLT=Q5 is equity,VOLT=U5 is equity,Voltas Limited Aug25,Voltas Limited Sep25,BBG01V9XSHF4,BBG01VT8QKT7,375,375,1260.9,,,,Voltas Limited Sep25,BBG01V9XSHF4,BBG01VT8QKT7,375,1347.8,375
WIPRO,WPRO,WPRO IS Equity,WIPRO LTD,WPRO=Q5 is equity,WPRO=U5 is equity,Wipro Limited Aug25,Wipro Limited Sep25,BBG01V9XSHQ2,BBG01VT8QL24,3000,3000,244.04,,,,Wipro Limited Sep25,BBG01V9XSHQ2,BBG01VT8QL24,3000,252.29,3000
,YES,YES IS Equity,YES BANK LTD,YES=Q5 is equity,YES=U5 is equity,Yes Bank Ltd Aug25,Yes Bank Ltd Sep25,BBG01V9XSJW1,BBG01VT8QMV0,31100,31100,18.8,,,,Yes Bank Ltd Sep25,BBG01V9XSJW1,BBG01VT8QMV0,31100,18.94,31100
,ZYDUS,ZYDUSLIF IS Equity,ZYDUS LIFESCIENCES LTD,ZYDUS=Q5 is equity,ZYDUS=U5 is equity,ZYDUS LFSCI LTD Aug25,ZYDUS LFSCI LTD Sep25,BBG01V9XSKW8,BBG01VT8QNV8,900,900,994.95,,,,ZYDUS LFSCI LTD Sep25,BBG01V9XSKW8,BBG01VT8QNV8,900,985.35,900
,FORH,FORH IS Equity,FORTIS HEALTHCARE LTD,FORH=Q5 is equity,FORH=U5 is equity,FORTIS HEALTHCAR Aug25,FORTIS HEALTHCAR Sep25,BBG01VB15PQ6,BBG01VT8QN11,775,775,937.95,,,,FORTIS HEALTHCAR Sep25,BBG01VB15PQ6,BBG01VT8QN11,775,915.05,775
,PIRPH,PIRPHARM IS Equity,PIRAMAL PHARMA LTD,PIRPH=Q5 is equity,PIRPH=U5 is equity,PIRAMAL PHARMA LTD Aug25,PIRAMAL PHARMA LTD Sep25,BBG01V9XSFC1,BBG01VT8QHT4,2500,2500,192.14,,,,PIRAMAL PHARMA LTD Sep25,BBG01V9XSFC1,BBG01VT8QHT4,2500,189.16,2500
,UNOMI,UNOMINDA IS Equity,UNO MINDA LTD,UNOMI=Q5 is equity,UNOMI=U5 is equity,UNO Minda Limited Aug25,UNO Minda Limited Sep25,BBG01V9XSFG7,BBG01VT8QHV1,550,550,1131.8,,,,UNO Minda Limited Sep25,BBG01V9XSFG7,BBG01VT8QHV1,550,1278.9,550
,BDL,BDL IS Equity,BHARAT DYNAMICS LTD,BDL=Q5 is equity,BDL=U5 is equity,Bharat Dynamics LT Aug25,Bharat Dynamics LT Sep25,BBG01V9XSFK2,BBG01VT8QHX9,325,325,1599.4,,,,Bharat Dynamics LT Sep25,BBG01V9XSFK2,BBG01VT8QHX9,325,1482.4,325
,KAYNE,KAYNES IS Equity,KAYNES TECHNOLOGY INDIA LTD,KAYNE=Q5 is equity,KAYNE=U5 is equity,KAYNES TECHNOLOGY Aug25,KAYNES TECHNOLOGY Sep25,BBG01VB15PG7,BBG01VT8QHY8,100,100,6135,,,,KAYNES TECHNOLOGY Sep25,BBG01VB15PG7,BBG01VT8QHY8,100,6197,100
,MANKI,MANKIND IS Equity,MANKIND PHARMA LTD,MANKI=Q5 is equity,MANKI=U5 is equity,MANKIND PHARMA Aug25,MANKIND PHARMA Sep25,BBG01V9XSFN9,BBG01VT8QHZ7,225,225,2510.5,,,,MANKIND PHARMA Sep25,BBG01V9XSFN9,BBG01VT8QHZ7,225,2504.6,225
,MAZDO,MAZDOCKS IS Equity,MAZAGON DOCK SHIPBUILDERS LT,MAZDO=Q5 is equity,MAZDO=U5 is equity,MAZAGON DOCK SHIPB Aug25,MAZAGON DOCK SHIPB Sep25,BBG01V9XSFR5,BBG01VT8QJ01,175,175,2728.5,,,,MAZAGON DOCK SHIPB Sep25,BBG01V9XSFR5,BBG01VT8QJ01,175,2686.9,175
,RVNL,RVNL IS Equity,RAIL VIKAS NIGAM LTD,RVNL=Q5 is equity,RVNL=U5 is equity,Rail Vikas Nigam Aug25,Rail Vikas Nigam Sep25,BBG01V9XSFV0,BBG01VT8QJ10,1375,1375,326.3,,,,Rail Vikas Nigam Sep25,BBG01V9XSFV0,BBG01VT8QJ10,1375,311.9,1375
,BLSTR,BLSTR IS Equity,BLUE STAR LTD,BLSTR=Q5 is equity,BLSTR=U5 is equity,BLUE STAR LTD Aug25,BLUE STAR LTD Sep25,BBG01V9XSFY7,BBG01VT8QJ29,325,325,1749.5,,,,BLUE STAR LTD Sep25,BBG01V9XSFY7,BBG01VT8QJ29,325,1870.2,325
,360ON,360ONE IS Equity,360 ONE WAM LTD,360ON=Q5 is equity,360ON=U5 is equity,360 ONE WAM LTD Aug25,360 ONE WAM LTD Sep25,BBG01VT8QJ47,BBG01VT8QJ56,500,500,1033.3,,,,360 ONE WAM LTD Sep25,BBG01VT8QJ47,BBG01VT8QJ56,500,1085.4,500
,AMBER,AMBER IS Equity,AMBER ENTERPRISES INDIA LTD,AMBER=Q5 is equity,AMBER=U5 is equity,AMBER ENTERPRISES Aug25,AMBER ENTERPRISES Sep25,BBG01VT8QJ74,BBG01VT8QJ83,100,100,6910,,,,AMBER ENTERPRISES Sep25,BBG01VT8QJ74,BBG01VT8QJ83,100,7206,100
,KFINT,KFINTECH IS Equity,KFIN TECHNOLOGIES LTD,KFINT=Q5 is equity,KFINT=U5 is equity,KFIN TECHNOLOGIES Aug25,KFIN TECHNOLOGIES Sep25,BBG01VT8QJB9,BBG01VT8QJC8,450,450,1102.3,,,,KFIN TECHNOLOGIES Sep25,BBG01VT8QJB9,BBG01VT8QJC8,450,1054.8,450
,PGEL,PGEL IS Equity,PG ELECTROPLAST LTD,PGEL=Q5 is equity,PGEL=U5 is equity,PG ELECTROPLAST LT Aug25,PG ELECTROPLAST LT Sep25,BBG01VT8QJF5,BBG01VT8QJG4,700,700,485.85,,,,PG ELECTROPLAST LT Sep25,BBG01VT8QJF5,BBG01VT8QJG4,700,556.95,700
,SUEL,SUEL IS Equity,SUZLON ENERGY LTD,SUEL=Q5 is equity,SUEL=U5 is equity,SUZLON ENERGY Aug25,SUZLON ENERGY Sep25,BBG01WGH2QJ3,BBG01WGH2QK1,8000,8000,60.27,,,,SUZLON ENERGY Sep25,BBG01WGH2QJ3,BBG01WGH2QK1,8000,57.1,8000
NUVAMA,NUVAM,NUVAMA IS Equity,NUVAMA WEALTH MANAGEMENT LTD,NUVAM=Q5 is equity,NUVAM=U5 is equity,NUVAMA WEALTH MA Aug25,NUVAMA WEALTH MA Sep25,BBG01WGD1849,BBG01WGD1858,75,75,7100,,,,NUVAMA WEALTH MA Sep25,BBG01WGD1849,BBG01WGD1858,75,6737.5,75
ABB,ABB,ABB IS Equity,ABB INDIA LTD,,,,,,,,,,,,,,,,,,
ABCAP,ABCAP,ABCAP IS Equity,ADITYA BIRLA CAPITAL LTD,,,,,,,,,,,,,,,,,,
ABFRL,ABFRL,ABFRL IS Equity,ADITYA BIRLA FASHION AND RET,,,,,,,,,,,,,,,,,,
ADANIENS,ADANE,ADANIENS IS Equity,ADANI ENERGY SOLUTIONS LTD,,,,,,,,,,,,,,,,,,
ADE,ADE,ADE IS Equity,ADANI ENTERPRISES LTD,,,,,,,,,,,,,,,,,,
ADANIGR,ADANG,ADANIGR IS Equity,ADANI GREEN ENERGY LTD,,,,,,,,,,,,,,,,,,
ADSEZ,ADSEZ,ADSEZ IS Equity,ADANI PORTS AND SPECIAL ECON,,,,,,,,,,,,,,,,,,
ALKEM,ALKEM,ALKEM IS Equity,ALKEM LABORATORIES LTD,,,,,,,,,,,,,,,,,,
ACEM,ACEM,ACEM IS Equity,AMBUJA CEMENTS LTD,,,,,,,,,,,,,,,,,,
ANGELONE,ANGEL,ANGELONE IS Equity,ANGEL ONE LTD,,,,,,,,,,,,,,,,,,
APAT,APAT,APAT IS Equity,APL APOLLO TUBES LTD,,,,,,,,,,,,,,,,,,
APHS,APHS,APHS IS Equity,APOLLO HOSPITALS ENTERPRISE,,,,,,,,,,,,,,,,,,
AL,AL,AL IS Equity,ASHOK LEYLAND LTD,,,,,,,,,,,,,,,,,,
APNT,APNT,APNT IS Equity,ASIAN PAINTS LTD,,,,,,,,,,,,,,,,,,
ASTRA,ASTRA,ASTRA IS Equity,ASTRAL LTD,,,,,,,,,,,,,,,,,,
ATGL,ATGL,ATGL IS Equity,ADANI TOTAL GAS LTD,,,,,,,,,,,,,,,,,,
AUBANK,AUBAN,AUBANK IS Equity,AU SMALL FINANCE BANK LTD,,,,,,,,,,,,,,,,,,
ARBP,ARBP,ARBP IS Equity,AUROBINDO PHARMA LTD,,,,,,,,,,,,,,,,,,
AXSB,AXSB,AXSB IS Equity,AXIS BANK LTD,,,,,,,,,,,,,,,,,,
BJAUT,BJAUT,BJAUT IS Equity,BAJAJ AUTO LTD,,,,,,,,,,,,,,,,,,
BJFIN,BJFIN,BJFIN IS Equity,BAJAJ FINSERV LTD,,,,,,,,,,,,,,,,,,
BAF,BAF,BAF IS Equity,BAJAJ FINANCE LTD,,,,,,,,,,,,,,,,,,
BANDHAN,BANDH,BANDHAN IS Equity,BANDHAN BANK LTD,,,,,,,,,,,,,,,,,,
BOB,BOB,BOB IS Equity,BANK OF BARODA,,,,,,,,,,,,,,,,,,
BOI,BOI,BOI IS Equity,BANK OF INDIA,,,,,,,,,,,,,,,,,,
BHE,BHE,BHE IS Equity,BHARAT ELECTRONICS LTD,,,,,,,,,,,,,,,,,,
BHFC,BHFC,BHFC IS Equity,BHARAT FORGE LTD,,,,,,,,,,,,,,,,,,
BHARTI,BHART,BHARTI IS Equity,BHARTI AIRTEL LTD,,,,,,,,,,,,,,,,,,
BHEL,BHEL,BHEL IS Equity,BHARAT HEAVY ELECTRICALS,,,,,,,,,,,,,,,,,,
BIOS,BIOS,BIOS IS Equity,BIOCON LTD,,,,,,,,,,,,,,,,,,
BOS,BOS,BOS IS Equity,BOSCH LTD,,,,,,,,,,,,,,,,,,
BPCL,BPCL,BPCL IS Equity,BHARAT PETROLEUM CORP LTD,,,,,,,,,,,,,,,,,,
BRIT,BRIT,BRIT IS Equity,BRITANNIA INDUSTRIES LTD,,,,,,,,,,,,,,,,,,
BSE,BSE,BSE IS Equity,BSE LTD,,,,,,,,,,,,,,,,,,
CAMS,CAMS,CAMS IS Equity,COMPUTER AGE MANAGEMENT SERV,,,,,,,,,,,,,,,,,,
CBK,CBK,CBK IS Equity,CANARA BANK,,,,,,,,,,,,,,,,,,
CDSL,CDSL,CDSL IS Equity,CENTRAL DEPOSITORY SERVICES,,,,,,,,,,,,,,,,,,
CESC,CESC,CESC IS Equity,CESC LTD,,,,,,,,,,,,,,,,,,
CGPOWER,CGPOW,CGPOWER IS Equity,CG POWER AND INDUSTRIAL SOLU,,,,,,,,,,,,,,,,,,
CIFC,CIFC,CIFC IS Equity,CHOLAMANDALAM INVESTMENT AND,,,,,,,,,,,,,,,,,,
CIPLA,CIPLA,CIPLA IS Equity,CIPLA LTD,,,,,,,,,,,,,,,,,,
COAL,COAL,COAL IS Equity,COAL INDIA LTD,,,,,,,,,,,,,,,,,,
COFORGE,COFOR,COFORGE IS Equity,COFORGE LIMITED,,,,,,,,,,,,,,,,,,
CLGT,CLGT,CLGT IS Equity,COLGATE PALMOLIVE (INDIA),,,,,,,,,,,,,,,,,,
CCRI,CCRI,CCRI IS Equity,CONTAINER CORP OF INDIA LTD,,,,,,,,,,,,,,,,,,
CROMPTON,CROMP,CROMPTON IS Equity,CROMPTON GREAVES CONSUMER EL,,,,,,,,,,,,,,,,,,
KKC,KKC,KKC IS Equity,CUMMINS INDIA LTD,,,,,,,,,,,,,,,,,,
CYL,CYL,CYL IS Equity,CYIENT LTD,,,,,,,,,,,,,,,,,,
DABUR,DABUR,DABUR IS Equity,DABUR INDIA LTD,,,,,,,,,,,,,,,,,,
DALBHARA,DALBH,DALBHARA IS Equity,DALMIA BHARAT LTD,,,,,,,,,,,,,,,,,,
DELHIVER,DELHV,DELHIVER IS Equity,DELHIVERY LTD,,,,,,,,,,,,,,,,,,
DIVI,DIVI,DIVI IS Equity,DIVI'S LABORATORIES LTD,,,,,,,,,,,,,,,,,,
DIXON,DIXON,DIXON IS Equity,DIXON TECHNOLOGIES INDIA LTD,,,,,,,,,,,,,,,,,,
DLFU,DLFU,DLFU IS Equity,DLF LTD,,,,,,,,,,,,,,,,,,
DMART,DMART,DMART IS Equity,AVENUE SUPERMARTS LTD,,,,,,,,,,,,,,,,,,
DRRD,DRRD,DRRD IS Equity,DR. REDDY'S LABORATORIES,,,,,,,,,,,,,,,,,,
EIM,EIM,EIM IS Equity,EICHER MOTORS LTD,,,,,,,,,,,,,,,,,,
ETERNAL,ETERN,ETERNAL IS Equity,ETERNAL LTD,,,,,,,,,,,,,,,,,,
EXID,EXID,EXID IS Equity,EXIDE INDUSTRIES LTD,,,,,,,,,,,,,,,,,,
FB,FB,FB IS Equity,FEDERAL BANK LTD,,,,,,,,,,,,,,,,,,
GAIL,GAIL,GAIL IS Equity,GAIL INDIA LTD,,,,,,,,,,,,,,,,,,
GNP,GNP,GNP IS Equity,GLENMARK PHARMACEUTICALS LTD,,,,,,,,,,,,,,,,,,
GMRAIRPO,GMRAI,GMRAIRPO IS Equity,GMR AIRPORTS LTD,,,,,,,,,,,,,,,,,,
GCPL,GCPL,GCPL IS Equity,GODREJ CONSUMER PRODUCTS LTD,,,,,,,,,,,,,,,,,,
GPL,GPL,GPL IS Equity,GODREJ PROPERTIES LTD,,,,,,,,,,,,,,,,,,
GRAN,GRAN,GRAN IS Equity,GRANULES INDIA LTD,,,,,,,,,,,,,,,,,,
GRASIM,GRASI,GRASIM IS Equity,GRASIM INDUSTRIES LTD,,,,,,,,,,,,,,,,,,
HNAL,HNAL,HNAL IS Equity,HINDUSTAN AERONAUTICS LTD,,,,,,,,,,,,,,,,,,
HAVL,HAVL,HAVL IS Equity,HAVELLS INDIA LTD,,,,,,,,,,,,,,,,,,
HCLT,HCLT,HCLT IS Equity,HCL TECHNOLOGIES LTD,,,,,,,,,,,,,,,,,,
HDFCAMC,HAMC,HDFCAMC IS Equity,HDFC ASSET MANAGEMENT CO LTD,,,,,,,,,,,,,,,,,,
HDFCB,HDFCB,HDFCB IS Equity,HDFC BANK LIMITED,,,,,,,,,,,,,,,,,,
HDFCLIFE,HDFCL,HDFCLIFE IS Equity,HDFC LIFE INSURANCE CO LTD,,,,,,,,,,,,,,,,,,
HMCL,HMCL,HMCL IS Equity,HERO MOTOCORP LTD,,,,,,,,,,,,,,,,,,
HMFC,HMFC,HMFC IS Equity,HFCL LTD,,,,,,,,,,,,,,,,,,
HNDL,HNDL,HNDL IS Equity,HINDALCO INDUSTRIES LTD,,,,,,,,,,,,,,,,,,
HPCL,HPCL,HPCL IS Equity,HINDUSTAN PETROLEUM CORP,,,,,,,,,,,,,,,,,,
HUVR,HUVR,HUVR IS Equity,HINDUSTAN UNILEVER LTD,,,,,,,,,,,,,,,,,,
HZ,HZ,HZ IS Equity,HINDUSTAN ZINC LTD,,,,,,,,,,,,,,,,,,
HUDCO,HUDCO,HUDCO IS Equity,HOUSING & URBAN DEV CORP LTD,,,,,,,,,,,,,,,,,,
ICICIBC,ICICI,ICICIBC IS Equity,ICICI BANK LTD,,,,,,,,,,,,,,,,,,
ICICIGI,ICICG,ICICIGI IS Equity,ICICI LOMBARD GENERAL INSURA,,,,,,,,,,,,,,,,,,
IPRU,IPRU,IPRU IS Equity,ICICI PRUDENTIAL LIFE INSURA,,,,,,,,,,,,,,,,,,
IDEA,IDEA,IDEA IS Equity,VODAFONE IDEA LTD,,,,,,,,,,,,,,,,,,
IDFCFB,IDFCF,IDFCFB IS Equity,IDFC FIRST BANK LTD,,,,,,,,,,,,,,,,,,
IEX,IEX,IEX IS Equity,INDIAN ENERGY EXCHANGE LTD,,,,,,,,,,,,,,,,,,
IGL,IGL,IGL IS Equity,INDRAPRASTHA GAS LTD,,,,,,,,,,,,,,,,,,
IIFL,IIFL,IIFL IS Equity,IIFL FINANCE LTD,,,,,,,,,,,,,,,,,,
IH,IH,IH IS Equity,INDIAN HOTELS CO LTD,,,,,,,,,,,,,,,,,,
INBK,INBK,INBK IS Equity,INDIAN BANK,,,,,,,,,,,,,,,,,,
INDIGO,INDIG,INDIGO IS Equity,INTERGLOBE AVIATION LTD,,,,,,,,,,,,,,,,,,
IIB,IIB,IIB IS Equity,INDUSIND BANK LTD,,,,,,,,,,,,,,,,,,
INDUSTOW,INDUS,INDUSTOW IS Equity,INDUS TOWERS LTD,,,,,,,,,,,,,,,,,,
INFO,INFO,INFO IS Equity,INFOSYS LTD,,,,,,,,,,,,,,,,,,
INXW,INXW,INXW IS Equity,INOX WIND LTD,,,,,,,,,,,,,,,,,,
IOCL,IOCL,IOCL IS Equity,INDIAN OIL CORP LTD,,,,,,,,,,,,,,,,,,
IRB,IRB,IRB IS Equity,IRB INFRASTRUCTURE DEVELOPER,,,,,,,,,,,,,,,,,,
IRCTC,IRCTC,IRCTC IS Equity,INDIAN RAILWAY CATERING & TO,,,,,,,,,,,,,,,,,,
IREDA,IREDA,IREDA IS Equity,INDIAN RENEWABLE ENERGY DEVE,,,,,,,,,,,,,,,,,,
