Symbol,Ticker,Cash ,Name,Futs1,Futs2,name august,name sep,ID_BB_GLOBAL August ,ID SEP,FUT_CONT_SIZE August,FUT_CONT_SIZE Sep,px_last,,,,name,ID_BB_GLOBAL,ID SEP,FUT_CONT_SIZE,px_last,FUT_CONT_SIZE
IRFC,IRFC,IRFC IS Equity,INDIAN RAILWAY FINANCE CORP,,,,,,,,,,,,,,,,,,
ITC,ITC,ITC IS Equity,ITC LTD,,,,,,,,,,,,,,,,,,
JSP,JSP,JSP IS Equity,JINDAL STEEL & POWER LTD,,,,,,,,,,,,,,,,,,
JIOFIN,JIOFI,JIOFIN IS Equity,JIO FINANCIAL SERVICES LTD,,,,,,,,,,,,,,,,,,
JDSL,JDSL,JDSL IS Equity,JINDAL STAINLESS LTD,,,,,,,,,,,,,,,,,,
JSW,JSW,JSW IS Equity,JSW ENERGY LTD,,,,,,,,,,,,,,,,,,
JSTL,JSTL,JSTL IS Equity,JSW STEEL LTD,,,,,,,,,,,,,,,,,,
JUBI,JUBI,JUBI IS Equity,JUBILANT FOODWORKS LTD,,,,,,,,,,,,,,,,,,
KALYANKJ,KALYA,KALYANKJ IS Equity,KALYAN JEWELLERS INDIA LTD,,,,,,,,,,,,,,,,,,
KEII,KEII,KEII IS Equity,KEI INDUSTRIES LTD,,,,,,,,,,,,,,,,,,
KMB,KMB,KMB IS Equity,KOTAK MAHINDRA BANK LTD,,,,,,,,,,,,,,,,,,
KPITTECH,KPITT,KPITTECH IS Equity,KPIT TECHNOLOGIES LTD,,,,,,,,,,,,,,,,,,
LAURUS,LAURU,LAURUS IS Equity,LAURUS LABS LTD,,,,,,,,,,,,,,,,,,
LICHF,LICHF,LICHF IS Equity,LIC HOUSING FINANCE LTD,,,,,,,,,,,,,,,,,,
LICI,LICI,LICI IS Equity,LIFE INSURANCE CORPORATION,,,,,,,,,,,,,,,,,,
LODHA,LODHA,LODHA IS Equity,LODHA DEVELOPERS LTD,,,,,,,,,,,,,,,,,,
LT,LT,LT IS Equity,LARSEN & TOUBRO LTD,,,,,,,,,,,,,,,,,,
LTF,LTF,LTF IS Equity,L&T FINANCE LTD,,,,,,,,,,,,,,,,,,
LTIM,LTIM,LTIM IS Equity,LTIMINDTREE LTD,,,,,,,,,,,,,,,,,,
LPC,LPC,LPC IS Equity,LUPIN LTD,,,,,,,,,,,,,,,,,,
MM,MM,MM IS Equity,MAHINDRA & MAHINDRA LTD,,,,,,,,,,,,,,,,,,
MGFL,MGFL,MGFL IS Equity,MANAPPURAM FINANCE LTD,,,,,,,,,,,,,,,,,,
MRCO,MRCO,MRCO IS Equity,MARICO LTD,,,,,,,,,,,,,,,,,,
MSIL,MSIL,MSIL IS Equity,MARUTI SUZUKI INDIA LTD,,,,,,,,,,,,,,,,,,
MAXHEALT,MAXHE,MAXHEALT IS Equity,MAX HEALTHCARE INSTITUTE LTD,,,,,,,,,,,,,,,,,,
MCX,MCX,MCX IS Equity,MULTI COMMODITY EXCH INDIA,,,,,,,,,,,,,,,,,,
MAXF,MAXF,MAXF IS Equity,MAX FINANCIAL SERVICES LTD,,,,,,,,,,,,,,,,,,
MOTHERSO,MOTHE,MOTHERSO IS Equity,SAMVARDHANA MOTHERSON INTERN,,,,,,,,,,,,,,,,,,
MPHL,MPHL,MPHL IS Equity,MPHASIS LTD,,,,,,,,,,,,,,,,,,
MUTH,MUTH,MUTH IS Equity,MUTHOOT FINANCE LTD,,,,,,,,,,,,,,,,,,
NACL,NACL,NACL IS Equity,NATIONAL ALUMINIUM CO LTD,,,,,,,,,,,,,,,,,,
INFOE,INFOE,INFOE IS Equity,INFO EDGE INDIA LTD,,,,,,,,,,,,,,,,,,
NBCC,NBCC,NBCC IS Equity,NBCC INDIA LTD,,,,,,,,,,,,,,,,,,
NJCC,NJCC,NJCC IS Equity,NCC LTD,,,,,,,,,,,,,,,,,,
NEST,NEST,NEST IS Equity,NESTLE INDIA LTD,,,,,,,,,,,,,,,,,,
NHPC,NHPC,NHPC IS Equity,NHPC LTD,,,,,,,,,,,,,,,,,,
NMDC,NMDC,NMDC IS Equity,NMDC LTD,,,,,,,,,,,,,,,,,,
NTPC,NTPC,NTPC IS Equity,NTPC LTD,,,,,,,,,,,,,,,,,,
NYKAA,NYKAA,NYKAA IS Equity,FSN E-COMMERCE VENTURES LTD,,,,,,,,,,,,,,,,,,
OBER,OBER,OBER IS Equity,OBEROI REALTY LTD,,,,,,,,,,,,,,,,,,
OFSS,OFSS,OFSS IS Equity,ORACLE FINANCIAL SERVICES,,,,,,,,,,,,,,,,,,
OINL,OINL,OINL IS Equity,OIL INDIA LTD,,,,,,,,,,,,,,,,,,
ONGC,ONGC,ONGC IS Equity,OIL & NATURAL GAS CORP LTD,,,,,,,,,,,,,,,,,,
PAG,PAG,PAG IS Equity,PAGE INDUSTRIES LTD,,,,,,,,,,,,,,,,,,
PATANJAL,PATAN,PATANJAL IS Equity,PATANJALI FOODS LTD,,,,,,,,,,,,,,,,,,
PAYTM,PAYTM,PAYTM IS Equity,ONE 97 COMMUNICATIONS LTD,,,,,,,,,,,,,,,,,,
PSYS,PSYS,PSYS IS Equity,PERSISTENT SYSTEMS LTD,,,,,,,,,,,,,,,,,,
PLNG,PLNG,PLNG IS Equity,PETRONET LNG LTD,,,,,,,,,,,,,,,,,,
POWF,POWF,POWF IS Equity,POWER FINANCE CORPORATION,,,,,,,,,,,,,,,,,,
PHNX,PHNX,PHNX IS Equity,PHOENIX MILLS LTD,,,,,,,,,,,,,,,,,,
PIDI,PIDI,PIDI IS Equity,PIDILITE INDUSTRIES LTD,,,,,,,,,,,,,,,,,,
PI,PI,PI IS Equity,PI INDUSTRIES LTD,,,,,,,,,,,,,,,,,,
PNB,PNB,PNB IS Equity,PUNJAB NATIONAL BANK,,,,,,,,,,,,,,,,,,
PNBHOUSI,PNBHO,PNBHOUSI IS Equity,PNB HOUSING FINANCE LTD,,,,,,,,,,,,,,,,,,
POLICYBZ,POLIC,POLICYBZ IS Equity,PB FINTECH LTD,,,,,,,,,,,,,,,,,,
POLYCAB,POLYC,POLYCAB IS Equity,POLYCAB INDIA LTD,,,,,,,,,,,,,,,,,,
POONAWAL,POONA,POONAWAL IS Equity,POONAWALLA FINCORP LTD,,,,,,,,,,,,,,,,,,
PWGR,PWGR,PWGR IS Equity,POWER GRID CORP OF INDIA LTD,,,,,,,,,,,,,,,,,,
PEPL,PEPL,PEPL IS Equity,PRESTIGE ESTATES PROJECTS,,,,,,,,,,,,,,,,,,
RBK,RBK,RBK IS Equity,RBL BANK LTD,,,,,,,,,,,,,,,,,,
RECL,RECL,RECL IS Equity,REC LTD,,,,,,,,,,,,,,,,,,
RELIANCE,RIL,RELIANCE IS Equity,RELIANCE INDUSTRIES LTD,,,,,,,,,,,,,,,,,,
SAIL,SAIL,SAIL IS Equity,STEEL AUTHORITY OF INDIA,,,,,,,,,,,,,,,,,,
SBICARD,SBICA,SBICARD IS Equity,SBI CARDS & PAYMENT SERVICES,,,,,,,,,,,,,,,,,,
SBILIFE,SBILI,SBILIFE IS Equity,SBI LIFE INSURANCE CO LTD,,,,,,,,,,,,,,,,,,
SBIN,SBIN,SBIN IS Equity,STATE BANK OF INDIA,,,,,,,,,,,,,,,,,,
SRCM,SRCM,SRCM IS Equity,SHREE CEMENT LTD,,,,,,,,,,,,,,,,,,
SHFL,SHFL,SHFL IS Equity,SHRIRAM FINANCE LTD,,,,,,,,,,,,,,,,,,
SIEM,SIEM,SIEM IS Equity,SIEMENS LTD,,,,,,,,,,,,,,,,,,
SJVN,SJVN,SJVN IS Equity,SJVN LTD,,,,,,,,,,,,,,,,,,
SOIL,SOIL,SOIL IS Equity,SOLAR INDUSTRIES INDIA LTD,,,,,,,,,,,,,,,,,,
SONACOMS,SONAC,SONACOMS IS Equity,SONA BLW PRECISION FORGINGS,,,,,,,,,,,,,,,,,,
SRF,SRF,SRF IS Equity,SRF LTD,,,,,,,,,,,,,,,,,,
SUNP,SUNP,SUNP IS Equity,SUN PHARMACEUTICAL INDUS,,,,,,,,,,,,,,,,,,
SI,SI,SI IS Equity,SUPREME INDUSTRIES LTD,,,,,,,,,,,,,,,,,,
SYNG,SYNG,SYNG IS Equity,SYNGENE INTERNATIONAL LTD,,,,,,,,,,,,,,,,,,
TTCH,TTCH,TTCH IS Equity,TATA CHEMICALS LTD,,,,,,,,,,,,,,,,,,
TATACONS,TATAC,TATACONS IS Equity,TATA CONSUMER PRODUCTS LTD,,,,,,,,,,,,,,,,,,
TELX,TELX,TELX IS Equity,TATA ELXSI LTD,,,,,,,,,,,,,,,,,,
TTMT,TTMT,TTMT IS Equity,TATA MOTORS LTD,,,,,,,,,,,,,,,,,,
TPWR,TPWR,TPWR IS Equity,TATA POWER CO LTD,,,,,,,,,,,,,,,,,,
TATA,TATA,TATA IS Equity,TATA STEEL LTD,,,,,,,,,,,,,,,,,,
TATATECH,TATAT,TATATECH IS Equity,TATA TECHNOLOGIES CO,,,,,,,,,,,,,,,,,,
TCS,TCS,TCS IS Equity,TATA CONSULTANCY SVCS LTD,,,,,,,,,,,,,,,,,,
TECHM,TECHM,TECHM IS Equity,TECH MAHINDRA LTD,,,,,,,,,,,,,,,,,,
TIINDIA,TIIND,TIINDIA IS Equity,TUBE INVESTMENTS OF INDIA LT,,,,,,,,,,,,,,,,,,
TITAGARH,TITAG,TITAGARH IS Equity,TITAGARH RAIL SYSTEM LTD,,,,,,,,,,,,,,,,,,
TTAN,TTAN,TTAN IS Equity,TITAN CO LTD,,,,,,,,,,,,,,,,,,
TRP,TRP,TRP IS Equity,TORRENT PHARMACEUTICALS LTD,,,,,,,,,,,,,,,,,,
TPW,TPW,TPW IS Equity,TORRENT POWER LTD,,,,,,,,,,,,,,,,,,
TRENT,TRENT,TRENT IS Equity,TRENT LTD,,,,,,,,,,,,,,,,,,
TVSL,TVSL,TVSL IS Equity,TVS MOTOR CO LTD,,,,,,,,,,,,,,,,,,
UTCEM,UTCEM,UTCEM IS Equity,ULTRATECH CEMENT LTD,,,,,,,,,,,,,,,,,,
UNBK,UNBK,UNBK IS Equity,UNION BANK OF INDIA,,,,,,,,,,,,,,,,,,
UNITDSPR,UNITD,UNITDSPR IS Equity,UNITED SPIRITS LTD,,,,,,,,,,,,,,,,,,
UPLL,UPLL,UPLL IS Equity,UPL LTD,,,,,,,,,,,,,,,,,,
VBL,VBL,VBL IS Equity,VARUN BEVERAGES LTD,,,,,,,,,,,,,,,,,,
VEDL,VEDL,VEDL IS Equity,VEDANTA LTD,,,,,,,,,,,,,,,,,,
VOLT,VOLT,VOLT IS Equity,VOLTAS LTD,,,,,,,,,,,,,,,,,,
WPRO,WPRO,WPRO IS Equity,WIPRO LTD,,,,,,,,,,,,,,,,,,
YES,YES,YES IS Equity,YES BANK LTD,,,,,,,,,,,,,,,,,,
ZYDUSLIF,ZYDUS,ZYDUSLIF IS Equity,ZYDUS LIFESCIENCES LTD,,,,,,,,,,,,,,,,,,
FORH,FORH,FORH IS Equity,FORTIS HEALTHCARE LTD,,,,,,,,,,,,,,,,,,
PIRPHARM,PIRPH,PIRPHARM IS Equity,PIRAMAL PHARMA LTD,,,,,,,,,,,,,,,,,,
UNOMINDA,UNOMI,UNOMINDA IS Equity,UNO MINDA LTD,,,,,,,,,,,,,,,,,,
BDL,BDL,BDL IS Equity,BHARAT DYNAMICS LTD,,,,,,,,,,,,,,,,,,
KAYNES,KAYNE,KAYNES IS Equity,KAYNES TECHNOLOGY INDIA LTD,,,,,,,,,,,,,,,,,,
MANKIND,MANKI,MANKIND IS Equity,MANKIND PHARMA LTD,,,,,,,,,,,,,,,,,,
MAZDOCKS,MAZDO,MAZDOCKS IS Equity,MAZAGON DOCK SHIPBUILDERS LT,,,,,,,,,,,,,,,,,,
RVNL,RVNL,RVNL IS Equity,RAIL VIKAS NIGAM LTD,,,,,,,,,,,,,,,,,,
BLSTR,BLSTR,BLSTR IS Equity,BLUE STAR LTD,,,,,,,,,,,,,,,,,,
360ONE,360ON,360ONE IS Equity,360 ONE WAM LTD,,,,,,,,,,,,,,,,,,
AMBER,AMBER,AMBER IS Equity,AMBER ENTERPRISES INDIA LTD,,,,,,,,,,,,,,,,,,
KFINTECH,KFINT,KFINTECH IS Equity,KFIN TECHNOLOGIES LTD,,,,,,,,,,,,,,,,,,
PGEL,PGEL,PGEL IS Equity,PG ELECTROPLAST LTD,,,,,,,,,,,,,,,,,,
SUEL,SUEL,SUEL IS Equity,SUZLON ENERGY LTD,,,,,,,,,,,,,,,,,,
NUVAMA,NUVAM,NUVAMA IS Equity,NUVAMA WEALTH MANAGEMENT LTD,,,,,,,,,,,,,,,,,,
NUVAM,NUVAM,,,,,,,,,,,,,,,,,,,,
ABB,ABB,,,,,,,,,,,,,,,,,,,,
ABCAP,ABCAP,,,,,,,,,,,,,,,,,,,,
ABFRL,ABFRL,,,,,,,,,,,,,,,,,,,,
ADANE,ADANE,,,,,,,,,,,,,,,,,,,,
ADE,ADE,,,,,,,,,,,,,,,,,,,,
ADANG,ADANG,,,,,,,,,,,,,,,,,,,,
ADSEZ,ADSEZ,,,,,,,,,,,,,,,,,,,,
ALKEM,ALKEM,,,,,,,,,,,,,,,,,,,,
ACEM,ACEM,,,,,,,,,,,,,,,,,,,,
ANGEL,ANGEL,,,,,,,,,,,,,,,,,,,,
APAT,APAT,,,,,,,,,,,,,,,,,,,,
APHS,APHS,,,,,,,,,,,,,,,,,,,,
AL,AL,,,,,,,,,,,,,,,,,,,,
APNT,APNT,,,,,,,,,,,,,,,,,,,,
ASTRA,ASTRA,,,,,,,,,,,,,,,,,,,,
ATGL,ATGL,,,,,,,,,,,,,,,,,,,,
AUBAN,AUBAN,,,,,,,,,,,,,,,,,,,,
ARBP,ARBP,,,,,,,,,,,,,,,,,,,,
AXSB,AXSB,,,,,,,,,,,,,,,,,,,,
BJAUT,BJAUT,,,,,,,,,,,,,,,,,,,,
BJFIN,BJFIN,,,,,,,,,,,,,,,,,,,,
BAF,BAF,,,,,,,,,,,,,,,,,,,,
BANDH,BANDH,,,,,,,,,,,,,,,,,,,,
BOB,BOB,,,,,,,,,,,,,,,,,,,,
BOI,BOI,,,,,,,,,,,,,,,,,,,,
BHE,BHE,,,,,,,,,,,,,,,,,,,,
BHFC,BHFC,,,,,,,,,,,,,,,,,,,,
BHART,BHART,,,,,,,,,,,,,,,,,,,,
BHEL,BHEL,,,,,,,,,,,,,,,,,,,,
BIOS,BIOS,,,,,,,,,,,,,,,,,,,,
BOS,BOS,,,,,,,,,,,,,,,,,,,,
BPCL,BPCL,,,,,,,,,,,,,,,,,,,,
BRIT,BRIT,,,,,,,,,,,,,,,,,,,,
BSE,BSE,,,,,,,,,,,,,,,,,,,,
CAMS,CAMS,,,,,,,,,,,,,,,,,,,,
CBK,CBK,,,,,,,,,,,,,,,,,,,,
CDSL,CDSL,,,,,,,,,,,,,,,,,,,,
CESC,CESC,,,,,,,,,,,,,,,,,,,,
CGPOW,CGPOW,,,,,,,,,,,,,,,,,,,,
CIFC,CIFC,,,,,,,,,,,,,,,,,,,,
CIPLA,CIPLA,,,,,,,,,,,,,,,,,,,,
COAL,COAL,,,,,,,,,,,,,,,,,,,,
COFOR,COFOR,,,,,,,,,,,,,,,,,,,,
CLGT,CLGT,,,,,,,,,,,,,,,,,,,,
CCRI,CCRI,,,,,,,,,,,,,,,,,,,,
CROMP,CROMP,,,,,,,,,,,,,,,,,,,,
KKC,KKC,,,,,,,,,,,,,,,,,,,,
CYL,CYL,,,,,,,,,,,,,,,,,,,,
DABUR,DABUR,,,,,,,,,,,,,,,,,,,,
DALBH,DALBH,,,,,,,,,,,,,,,,,,,,
DELHV,DELHV,,,,,,,,,,,,,,,,,,,,
DIVI,DIVI,,,,,,,,,,,,,,,,,,,,
DIXON,DIXON,,,,,,,,,,,,,,,,,,,,
DLFU,DLFU,,,,,,,,,,,,,,,,,,,,
DMART,DMART,,,,,,,,,,,,,,,,,,,,
DRRD,DRRD,,,,,,,,,,,,,,,,,,,,
EIM,EIM,,,,,,,,,,,,,,,,,,,,
ETERN,ETERN,,,,,,,,,,,,,,,,,,,,
EXID,EXID,,,,,,,,,,,,,,,,,,,,
FB,FB,,,,,,,,,,,,,,,,,,,,
GAIL,GAIL,,,,,,,,,,,,,,,,,,,,
GNP,GNP,,,,,,,,,,,,,,,,,,,,
GMRAI,GMRAI,,,,,,,,,,,,,,,,,,,,
GCPL,GCPL,,,,,,,,,,,,,,,,,,,,
GPL,GPL,,,,,,,,,,,,,,,,,,,,
GRAN,GRAN,,,,,,,,,,,,,,,,,,,,
GRASI,GRASI,,,,,,,,,,,,,,,,,,,,
HNAL,HNAL,,,,,,,,,,,,,,,,,,,,
HAVL,HAVL,,,,,,,,,,,,,,,,,,,,
HCLT,HCLT,,,,,,,,,,,,,,,,,,,,
HAMC,HAMC,,,,,,,,,,,,,,,,,,,,
HDFCB,HDFCB,,,,,,,,,,,,,,,,,,,,
HDFCL,HDFCL,,,,,,,,,,,,,,,,,,,,
HMCL,HMCL,,,,,,,,,,,,,,,,,,,,
HMFC,HMFC,,,,,,,,,,,,,,,,,,,,
HNDL,HNDL,,,,,,,,,,,,,,,,,,,,
HPCL,HPCL,,,,,,,,,,,,,,,,,,,,
HUVR,HUVR,,,,,,,,,,,,,,,,,,,,
HZ,HZ,,,,,,,,,,,,,,,,,,,,
HUDCO,HUDCO,,,,,,,,,,,,,,,,,,,,
ICICI,ICICI,,,,,,,,,,,,,,,,,,,,
ICICG,ICICG,,,,,,,,,,,,,,,,,,,,
IPRU,IPRU,,,,,,,,,,,,,,,,,,,,
IDEA,IDEA,,,,,,,,,,,,,,,,,,,,
IDFCF,IDFCF,,,,,,,,,,,,,,,,,,,,
IEX,IEX,,,,,,,,,,,,,,,,,,,,
IGL,IGL,,,,,,,,,,,,,,,,,,,,
IIFL,IIFL,,,,,,,,,,,,,,,,,,,,
IH,IH,,,,,,,,,,,,,,,,,,,,
INBK,INBK,,,,,,,,,,,,,,,,,,,,
INDIG,INDIG,,,,,,,,,,,,,,,,,,,,
IIB,IIB,,,,,,,,,,,,,,,,,,,,
INDUS,INDUS,,,,,,,,,,,,,,,,,,,,
INFO,INFO,,,,,,,,,,,,,,,,,,,,
INXW,INXW,,,,,,,,,,,,,,,,,,,,
IOCL,IOCL,,,,,,,,,,,,,,,,,,,,
IRB,IRB,,,,,,,,,,,,,,,,,,,,
IRCTC,IRCTC,,,,,,,,,,,,,,,,,,,,
IREDA,IREDA,,,,,,,,,,,,,,,,,,,,
IRFC,IRFC,,,,,,,,,,,,,,,,,,,,
ITC,ITC,,,,,,,,,,,,,,,,,,,,
JSP,JSP,,,,,,,,,,,,,,,,,,,,
JIOFI,JIOFI,,,,,,,,,,,,,,,,,,,,
JDSL,JDSL,,,,,,,,,,,,,,,,,,,,
JSW,JSW,,,,,,,,,,,,,,,,,,,,
JSTL,JSTL,,,,,,,,,,,,,,,,,,,,
JUBI,JUBI,,,,,,,,,,,,,,,,,,,,
KALYA,KALYA,,,,,,,,,,,,,,,,,,,,
KEII,KEII,,,,,,,,,,,,,,,,,,,,
KMB,KMB,,,,,,,,,,,,,,,,,,,,
KPITT,KPITT,,,,,,,,,,,,,,,,,,,,
LAURU,LAURU,,,,,,,,,,,,,,,,,,,,
LICHF,LICHF,,,,,,,,,,,,,,,,,,,,
LICI,LICI,,,,,,,,,,,,,,,,,,,,
LODHA,LODHA,,,,,,,,,,,,,,,,,,,,
LT,LT,,,,,,,,,,,,,,,,,,,,
LTF,LTF,,,,,,,,,,,,,,,,,,,,
LTIM,LTIM,,,,,,,,,,,,,,,,,,,,
LPC,LPC,,,,,,,,,,,,,,,,,,,,
MM,MM,,,,,,,,,,,,,,,,,,,,
MGFL,MGFL,,,,,,,,,,,,,,,,,,,,
MRCO,MRCO,,,,,,,,,,,,,,,,,,,,
MSIL,MSIL,,,,,,,,,,,,,,,,,,,,
MAXHE,MAXHE,,,,,,,,,,,,,,,,,,,,
MCX,MCX,,,,,,,,,,,,,,,,,,,,
MAXF,MAXF,,,,,,,,,,,,,,,,,,,,
MOTHE,MOTHE,,,,,,,,,,,,,,,,,,,,
MPHL,MPHL,,,,,,,,,,,,,,,,,,,,
MUTH,MUTH,,,,,,,,,,,,,,,,,,,,
NACL,NACL,,,,,,,,,,,,,,,,,,,,
INFOE,INFOE,,,,,,,,,,,,,,,,,,,,
NBCC,NBCC,,,,,,,,,,,,,,,,,,,,
NJCC,NJCC,,,,,,,,,,,,,,,,,,,,
NEST,NEST,,,,,,,,,,,,,,,,,,,,
NHPC,NHPC,,,,,,,,,,,,,,,,,,,,
NMDC,NMDC,,,,,,,,,,,,,,,,,,,,
NTPC,NTPC,,,,,,,,,,,,,,,,,,,,
NYKAA,NYKAA,,,,,,,,,,,,,,,,,,,,
OBER,OBER,,,,,,,,,,,,,,,,,,,,
OFSS,OFSS,,,,,,,,,,,,,,,,,,,,
OINL,OINL,,,,,,,,,,,,,,,,,,,,
ONGC,ONGC,,,,,,,,,,,,,,,,,,,,
PAG,PAG,,,,,,,,,,,,,,,,,,,,
PATAN,PATAN,,,,,,,,,,,,,,,,,,,,
PAYTM,PAYTM,,,,,,,,,,,,,,,,,,,,
PSYS,PSYS,,,,,,,,,,,,,,,,,,,,
PLNG,PLNG,,,,,,,,,,,,,,,,,,,,
POWF,POWF,,,,,,,,,,,,,,,,,,,,
PHNX,PHNX,,,,,,,,,,,,,,,,,,,,
PIDI,PIDI,,,,,,,,,,,,,,,,,,,,
PI,PI,,,,,,,,,,,,,,,,,,,,
PNB,PNB,,,,,,,,,,,,,,,,,,,,
PNBHO,PNBHO,,,,,,,,,,,,,,,,,,,,
POLIC,POLIC,,,,,,,,,,,,,,,,,,,,
POLYC,POLYC,,,,,,,,,,,,,,,,,,,,
POONA,POONA,,,,,,,,,,,,,,,,,,,,
PWGR,PWGR,,,,,,,,,,,,,,,,,,,,
PEPL,PEPL,,,,,,,,,,,,,,,,,,,,
RBK,RBK,,,,,,,,,,,,,,,,,,,,
RECL,RECL,,,,,,,,,,,,,,,,,,,,
RIL,RIL,,,,,,,,,,,,,,,,,,,,
SAIL,SAIL,,,,,,,,,,,,,,,,,,,,
SBICA,SBICA,,,,,,,,,,,,,,,,,,,,
SBILI,SBILI,,,,,,,,,,,,,,,,,,,,
SBIN,SBIN,,,,,,,,,,,,,,,,,,,,
SRCM,SRCM,,,,,,,,,,,,,,,,,,,,
SHFL,SHFL,,,,,,,,,,,,,,,,,,,,
SIEM,SIEM,,,,,,,,,,,,,,,,,,,,
SJVN,SJVN,,,,,,,,,,,,,,,,,,,,
SOIL,SOIL,,,,,,,,,,,,,,,,,,,,
SONAC,SONAC,,,,,,,,,,,,,,,,,,,,
SRF,SRF,,,,,,,,,,,,,,,,,,,,
SUNP,SUNP,,,,,,,,,,,,,,,,,,,,
SI,SI,,,,,,,,,,,,,,,,,,,,
SYNG,SYNG,,,,,,,,,,,,,,,,,,,,
TTCH,TTCH,,,,,,,,,,,,,,,,,,,,
TATAC,TATAC,,,,,,,,,,,,,,,,,,,,
TELX,TELX,,,,,,,,,,,,,,,,,,,,
TTMT,TTMT,,,,,,,,,,,,,,,,,,,,
TPWR,TPWR,,,,,,,,,,,,,,,,,,,,
TATA,TATA,,,,,,,,,,,,,,,,,,,,
TATAT,TATAT,,,,,,,,,,,,,,,,,,,,
TCS,TCS,,,,,,,,,,,,,,,,,,,,
TECHM,TECHM,,,,,,,,,,,,,,,,,,,,
TIIND,TIIND,,,,,,,,,,,,,,,,,,,,
TITAG,TITAG,,,,,,,,,,,,,,,,,,,,
TTAN,TTAN,,,,,,,,,,,,,,,,,,,,
TRP,TRP,,,,,,,,,,,,,,,,,,,,
TPW,TPW,,,,,,,,,,,,,,,,,,,,
TRENT,TRENT,,,,,,,,,,,,,,,,,,,,
TVSL,TVSL,,,,,,,,,,,,,,,,,,,,
UTCEM,UTCEM,,,,,,,,,,,,,,,,,,,,
UNBK,UNBK,,,,,,,,,,,,,,,,,,,,
UNITD,UNITD,,,,,,,,,,,,,,,,,,,,
UPLL,UPLL,,,,,,,,,,,,,,,,,,,,
VBL,VBL,,,,,,,,,,,,,,,,,,,,
VEDL,VEDL,,,,,,,,,,,,,,,,,,,,
VOLT,VOLT,,,,,,,,,,,,,,,,,,,,
WPRO,WPRO,,,,,,,,,,,,,,,,,,,,
YES,YES,,,,,,,,,,,,,,,,,,,,
ZYDUS,ZYDUS,,,,,,,,,,,,,,,,,,,,
FORH,FORH,,,,,,,,,,,,,,,,,,,,
PIRPH,PIRPH,,,,,,,,,,,,,,,,,,,,
UNOMI,UNOMI,,,,,,,,,,,,,,,,,,,,
BDL,BDL,,,,,,,,,,,,,,,,,,,,
KAYNE,KAYNE,,,,,,,,,,,,,,,,,,,,
MANKI,MANKI,,,,,,,,,,,,,,,,,,,,
MAZDO,MAZDO,,,,,,,,,,,,,,,,,,,,
RVNL,RVNL,,,,,,,,,,,,,,,,,,,,
BLSTR,BLSTR,,,,,,,,,,,,,,,,,,,,
360ON,360ON,,,,,,,,,,,,,,,,,,,,
AMBER,AMBER,,,,,,,,,,,,,,,,,,,,
KFINT,KFINT,,,,,,,,,,,,,,,,,,,,
PGEL,PGEL,,,,,,,,,,,,,,,,,,,,
SUEL,SUEL,,,,,,,,,,,,,,,,,,,,
NUVAM,NUVAM,,,,,,,,,,,,,,,,,,,,
